"group","year","size","mean_grade","date","map","action"
"Girtab",1617,6,4.67,"17/11/2016 12:54:24",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:54:41",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:55:22",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:55:59",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:56:00",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:56:03",2,4
"Girtab",1617,6,4.67,"17/11/2016 12:56:04",2,3
"Girtab",1617,6,4.67,"17/11/2016 12:57:50",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:57:51",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:57:55",2,4
"Girtab",1617,6,4.67,"17/11/2016 12:57:56",2,3
"Girtab",1617,6,4.67,"17/11/2016 12:58:40",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:58:40",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:58:45",2,4
"Girtab",1617,6,4.67,"17/11/2016 12:59:14",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:59:27",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:59:28",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:59:41",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:00:13",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:01:24",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:01:24",2,2
"Girtab",1617,6,4.67,"17/11/2016 13:01:32",2,4
"Girtab",1617,6,4.67,"17/11/2016 13:01:34",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:03:41",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:03:52",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:04:32",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:04:52",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:05:21",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:05:47",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:06:01",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:06:49",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:07:12",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:07:16",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:07:36",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:08:02",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:08:47",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:09:52",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:10:09",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:10:30",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:10:43",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:10:46",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:11:03",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:11:16",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:12:16",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:12:17",1,2
"Girtab",1617,6,4.67,"17/11/2016 13:12:20",1,4
"Girtab",1617,6,4.67,"17/11/2016 13:13:18",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:14:07",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:14:20",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:15:43",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:16:23",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:16:43",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:16:54",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:17:47",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:17:58",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:17:58",2,2
"Girtab",1617,6,4.67,"17/11/2016 13:18:06",2,4
"Girtab",1617,6,4.67,"17/11/2016 13:18:09",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:19:12",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:19:12",1,2
"Girtab",1617,6,4.67,"17/11/2016 13:19:18",1,4
"Girtab",1617,6,4.67,"17/11/2016 13:28:12",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:28:13",2,2
"Girtab",1617,6,4.67,"17/11/2016 13:28:21",2,4
"Girtab",1617,6,4.67,"17/11/2016 13:28:25",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:30:28",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:30:44",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:30:45",2,2
"Girtab",1617,6,4.67,"17/11/2016 13:30:49",2,4
"Girtab",1617,6,4.67,"17/11/2016 13:30:51",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:31:34",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:32:03",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:32:19",2,1
"Girtab",1617,6,4.67,"17/11/2016 13:32:19",2,2
"Girtab",1617,6,4.67,"17/11/2016 13:32:22",2,4
"Girtab",1617,6,4.67,"17/11/2016 13:32:24",2,3
"Girtab",1617,6,4.67,"17/11/2016 13:35:56",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:36:19",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:36:46",1,1
"Girtab",1617,6,4.67,"17/11/2016 13:36:46",1,2
"Girtab",1617,6,4.67,"17/11/2016 13:36:49",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:18:08",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:18:09",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:18:13",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:31:33",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:31:33",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:31:36",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:33:26",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:33:27",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:33:31",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:54:46",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:54:46",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:54:49",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:57:34",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:57:34",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:57:36",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:58:19",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:58:19",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:58:21",1,4
"Girtab",1617,6,4.67,"17/11/2016 14:58:56",1,1
"Girtab",1617,6,4.67,"17/11/2016 14:58:57",1,2
"Girtab",1617,6,4.67,"17/11/2016 14:59:00",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:00:47",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:00:47",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:00:49",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:10:40",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:10:40",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:10:43",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:11:38",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:11:39",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:11:40",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:12:49",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:12:50",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:12:52",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:13:58",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:13:58",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:14:01",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:15:01",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:16:52",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:16:55",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:17:24",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:17:24",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:17:27",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:17:59",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:17:59",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:18:02",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:19:29",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:34:13",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:35:00",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:35:00",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:35:03",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:37:23",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:37:23",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:37:25",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:39:58",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:40:12",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:40:23",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:40:39",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:41:13",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:41:14",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:41:21",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:41:47",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:41:47",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:41:54",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:41:57",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:42:48",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:42:48",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:42:55",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:42:58",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:43:40",3,1
"Girtab",1617,6,4.67,"17/11/2016 15:43:40",3,2
"Girtab",1617,6,4.67,"17/11/2016 15:43:50",3,3
"Girtab",1617,6,4.67,"17/11/2016 15:43:57",3,4
"Girtab",1617,6,4.67,"17/11/2016 15:44:52",4,1
"Girtab",1617,6,4.67,"17/11/2016 15:44:53",4,2
"Girtab",1617,6,4.67,"17/11/2016 15:45:02",4,3
"Girtab",1617,6,4.67,"17/11/2016 15:46:16",4,1
"Girtab",1617,6,4.67,"17/11/2016 15:46:17",4,2
"Girtab",1617,6,4.67,"17/11/2016 15:46:27",4,3
"Girtab",1617,6,4.67,"17/11/2016 15:46:43",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:46:44",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:46:50",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:46:54",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:47:40",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:47:52",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:47:53",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:48:00",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:48:02",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:49:10",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:49:21",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:49:22",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:49:40",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:49:40",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:49:45",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:50:13",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:50:13",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:50:23",2,4
"Girtab",1617,6,4.67,"17/11/2016 15:50:26",2,3
"Girtab",1617,6,4.67,"17/11/2016 15:51:32",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:52:05",1,1
"Girtab",1617,6,4.67,"17/11/2016 15:52:05",1,2
"Girtab",1617,6,4.67,"17/11/2016 15:52:07",1,4
"Girtab",1617,6,4.67,"17/11/2016 15:52:59",2,1
"Girtab",1617,6,4.67,"17/11/2016 15:52:59",2,2
"Girtab",1617,6,4.67,"17/11/2016 15:53:11",2,4
