Grupo,Año,TIempo,Session,Objeto,Accion,Nota,Compuesto,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:23:18,86298018463,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:23:18,86298018463,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:28:50,61727380832,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:28:50,61727380832,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:28:54,61727380832,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:28:56,61727380832,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:29:17,111013257669,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:29:17,111013257669,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:29:19,111013257669,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:29:20,111013257669,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:31:51,86222544453,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:31:51,86222544453,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:31:53,86222544453,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:31:54,86222544453,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:34:59,66819047879,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:34:59,66819047879,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:35:01,66819047879,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:47:34,8921601193,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:47:34,8921601193,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:47:36,8921601193,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:54:45,65292788674,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:54:45,65292788674,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:54:47,65292788674,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 12:54:48,65292788674,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:27:00,77060141040,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:27:00,77060141040,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:27:02,77060141040,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:27:03,77060141040,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:29:31,100777295477,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:29:32,100777295477,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:29:34,100777295477,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:29:34,100777295477,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:30,2034175981,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:30,2034175981,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:32,2034175981,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:33,2034175981,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:48,15889134579,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:48,15889134579,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:51,15889134579,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:32:52,15889134579,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:04,21740544010,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:04,21740544010,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:06,21740544010,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:07,21740544010,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:29,78610867209,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:29,78610867209,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:31,78610867209,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:33:32,78610867209,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:35:47,35507049486,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:35:47,35507049486,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:35:49,35507049486,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:35:50,35507049486,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:37:37,63568188307,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:37:37,63568188307,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:37:39,63568188307,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:37:40,63568188307,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:38:00,86647980991,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:38:00,86647980991,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:38:02,86647980991,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 13:38:02,86647980991,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:08:54,68721562560,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:08:54,68721562560,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:15,3261622729,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:15,3261622729,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:17,3261622729,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:18,3261622729,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:56,55433704858,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:57,55433704858,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:09:59,55433704858,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:10:00,55433704858,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:16:11,33519155645,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:16:11,33519155645,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:16:13,33519155645,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:16:14,33519155645,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:41:52,39033918794,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:41:52,39033918794,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:41:54,39033918794,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:41:55,39033918794,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:42:39,44543365803,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:42:39,44543365803,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:42:41,44543365803,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:42:42,44543365803,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:51:40,96036183270,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:51:40,96036183270,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:51:42,96036183270,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:51:43,96036183270,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:52:18,37166678325,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:52:18,37166678325,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:52:21,37166678325,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:52:22,37166678325,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:17,50926829670,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:17,50926829670,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:19,50926829670,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:20,50926829670,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:32,110952779856,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:32,110952779856,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:34,110952779856,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:35,110952779856,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:53,90339864143,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:53,90339864143,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:55,90339864143,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:54:56,90339864143,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:01,36037061255,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:01,36037061255,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:03,36037061255,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:04,36037061255,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:16,66252114233,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:16,66252114233,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:18,66252114233,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:18,66252114233,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:36,84746789530,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:36,84746789530,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:39,84746789530,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:39,84746789530,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:50,13748424716,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,11/11/2016 14:56:50,13748424716,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 12:47:25,110121705410,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 12:47:26,110121705410,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 12:47:28,110121705410,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 12:47:29,110121705410,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:50:45,35019868269,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:50:45,35019868269,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:17,60025116312,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:17,60025116312,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:20,60025116312,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:21,60025116312,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:52,91728945340,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:52,91728945340,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:54,91728945340,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 18:51:55,91728945340,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:04:24,25380678469,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:04:24,25380678469,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:04:26,25380678469,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:04:27,25380678469,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:06:53,73017850622,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:06:54,73017850622,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:08:07,99943319480,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:08:07,99943319480,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:08:09,99943319480,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:08:09,99943319480,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:12,6584585462,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:22,92227187645,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:38,72641462528,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:38,72641462528,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:40,72641462528,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:10:41,72641462528,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:15,15718423102,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:26,75909059420,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:26,75909059420,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:28,75909059420,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:29,75909059420,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:48,81755790425,PROBLEM2,20,"8,79",PROBLEM2-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:39:48,81755790425,PROBLEM2,40,"8,79",PROBLEM2-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:40:14,16341977931,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:40:14,16341977931,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:40:16,16341977931,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:40:17,16341977931,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:42:11,32713954204,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:42:11,32713954204,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:42:14,32713954204,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:42:14,32713954204,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:43:37,67710655953,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:43:37,67710655953,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:43:40,67710655953,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:43:41,67710655953,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:45:28,13979257771,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:47:24,25453763213,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:47:24,25453763213,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:47:26,25453763213,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:48:14,60009151404,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:48:14,60009151404,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:48:16,60009151404,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:48:17,60009151404,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:26,39519973785,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:26,39519973785,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:38,68867846108,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:38,68867846108,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:40,68867846108,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:50:41,68867846108,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:51:19,110336102387,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:51:19,110336102387,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:51:21,110336102387,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 19:51:22,110336102387,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:13:45,105871805274,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:13:45,105871805274,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:13:48,105871805274,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:13:48,105871805274,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:15:05,93993884326,PROBLEM2,20,"8,79",PROBLEM2-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:15:05,93993884326,PROBLEM2,40,"8,79",PROBLEM2-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:15:08,93993884326,PROBLEM2,60,"8,79",PROBLEM2-60,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:16:44,4460415962,PROBLEM3,20,"8,79",PROBLEM3-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:16:44,4460415962,PROBLEM3,40,"8,79",PROBLEM3-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:18:17,24461996195,PROBLEM2,20,"8,79",PROBLEM2-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:18:17,24461996195,PROBLEM2,40,"8,79",PROBLEM2-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:18:21,24461996195,PROBLEM2,60,"8,79",PROBLEM2-60,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:19:09,73065831667,PROBLEM4,20,"8,79",PROBLEM4-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:19:10,73065831667,PROBLEM4,40,"8,79",PROBLEM4-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:19:13,73065831667,PROBLEM4,60,"8,79",PROBLEM4-60,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:27:40,6598483489,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:27:40,6598483489,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:27:42,6598483489,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:27:43,6598483489,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:31:01,75639349727,PROBLEM4,20,"8,79",PROBLEM4-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:31:01,75639349727,PROBLEM4,40,"8,79",PROBLEM4-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:31:03,75639349727,PROBLEM4,60,"8,79",PROBLEM4-60,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:37:26,9705016916,PROBLEM4,20,"8,79",PROBLEM4-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:41:32,56633201217,PROBLEM4,20,"8,79",PROBLEM4-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:41:55,81195825156,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:45:37,88430757270,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:46:58,108515763036,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:47:42,20595144408,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:47:42,20595144408,PROBLEM1,40,"8,79",PROBLEM1-40,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:47:44,20595144408,PROBLEM1,80,"8,79",PROBLEM1-80,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:47:45,20595144408,PROBLEM1,100,"8,79",PROBLEM1-100,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:51:44,104673265760,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:55:48,7107630566,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:56:51,109841916034,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
DBA 1617 P2 GE,1617,13/11/2016 22:57:23,14619898565,PROBLEM1,20,"8,79",PROBLEM1-20,,,,,
